
Traditional Range Search 
1023963 622.53 286.32 
1077552 622.56 254.82 
1060846 622.68 286.10 
1039172 622.92 291.93 
1064552 623.29 261.17 
1004256 623.29 297.82 
1003297 623.47 298.34 
1010470 623.47 298.31 
1009293 623.66 269.87 
1035454 623.78 249.76 
1006679 623.81 257.08 
1001054 623.99 305.91 
1012172 624.27 259.03 
1004105 624.36 271.58 
1040461 624.73 275.94 
1004417 624.76 258.91 
1066513 625.06 272.98 
1001910 625.15 301.06 
1099360 594.33 243.93 
1015351 597.23 244.48 
1043532 598.24 246.95 
1097900 599.64 240.57 
1091435 602.75 246.89 
1092923 603.91 247.77 
1040693 604.68 238.98 
1016041 608.70 247.47 
1035939 608.70 246.73 
1069409 609.19 239.20 
1092591 609.31 247.25 
1045558 609.38 248.41 
1029602 610.11 245.97 
1034426 611.18 244.08 
1044652 611.48 248.08 
1079877 611.79 236.72 
1087901 612.27 242.55 
1050060 613.10 242.74 
1081863 617.10 233.18 
1076420 617.22 245.94 
1031226 617.92 237.37 
1063554 618.62 236.02 
1045528 619.20 238.53 
1017068 619.69 244.51 
1060815 619.69 243.35 
1037474 619.87 234.47 
1056933 619.93 238.71 
1066913 620.06 242.31 
1007015 620.97 242.92 
1007473 622.44 234.80 
1041533 622.99 234.07 
1047437 625.03 243.53 
1072184 625.09 237.79 
1018980 625.09 235.17 
1016452 584.66 262.54 
1083110 584.99 270.57 
1069179 585.36 265.17 
1043620 585.42 272.67 
1056770 586.49 268.31 
1073418 586.79 277.62 
1088698 587.31 265.87 
1050738 587.40 281.43 
1019232 588.13 285.77 
1082491 588.90 267.24 
1095972 589.05 281.46 
1060985 589.29 285.83 
1061144 589.42 266.60 
1058107 589.63 257.42 
1088155 589.78 289.52 
1004809 589.81 283.17 
1040560 590.09 280.79 
1025805 590.12 286.68 
1014833 590.33 249.30 
1086908 591.34 283.51 
1046070 591.34 252.20 
1030973 591.40 278.69 
1083788 591.49 292.36 
1047360 591.55 289.43 
1024270 591.95 293.37 
1034593 592.50 287.32 
1053048 592.71 293.70 
1056934 593.02 278.72 
1027522 593.48 278.53 
Complementary Objects:
Statistics
pload:	 8	pwrite:	 0	cload:	 0	cwrite:	 0	acctime:	 0.000000	time: 0.014000

Traditional Range Search 
Point: (461.60,576.03)
Range: 30.73
Result Objects:
1097311 455.41 545.93 
1042738 454.16 547.06 
1088670 452.03 547.36 
1020232 465.18 547.45 
1037731 461.91 548.19 
1052319 469.67 548.22 
1000293 452.70 548.77 
1018187 460.39 549.47 
1050774 459.26 549.74 
1018738 465.00 549.77 
1029188 450.93 550.35 
1033136 444.98 550.87 
1050449 450.07 551.27 
1021724 462.68 551.33 
1040502 450.01 551.33 
1003288 479.92 551.67 
1080476 474.40 551.73 
1081808 465.76 551.76 
1004589 458.04 551.79 
1056444 456.39 551.88 
1021748 462.89 552.15 
1031049 460.91 552.37 
1028167 446.08 552.46 
1032508 470.95 552.67 
1068723 464.29 553.04 
1010718 478.91 553.59 
1084322 482.09 553.86 
1027686 456.30 553.99 
1098915 474.21 554.02 
1075561 475.07 554.72 
1094192 447.27 556.30 
1054643 474.18 556.79 
1057355 480.77 556.95 
1028313 448.30 557.04 
1096923 451.23 557.28 
1089504 470.76 557.46 
1088915 452.91 557.56 
1044683 481.66 557.77 
1093496 479.77 557.83 
1004764 453.52 558.26 
1036002 460.51 558.29 
1012702 478.73 558.41 
1017048 452.51 558.62 
1026342 454.44 558.78 
1058850 479.80 558.87 
1099399 450.29 558.93 
1071230 472.99 558.93 
1018383 459.90 559.27 
1014774 456.42 559.27 
1076752 459.78 559.51 
1075271 479.52 559.51 
1022690 448.06 559.57 
1024020 445.43 559.60 
1001947 482.73 559.72 
1032739 458.89 560.30 
1050376 464.36 560.64 
1044960 451.57 560.85 
1007587 485.84 560.88 
1076005 454.10 561.10 
1001260 461.06 561.22 
1036584 446.38 561.61 
1039542 472.69 561.95 
1057793 456.70 562.07 
1062613 463.04 562.29 
1034615 465.48 562.41 
1065107 469.73 562.53 
1079958 457.70 562.71 
1068737 451.17 562.71 
1018920 470.98 562.81 
1046431 455.08 562.87 
1017935 479.92 563.17 
1021270 472.72 563.72 
1077822 462.59 563.78 
1059244 454.10 564.18 
1035108 473.02 564.21 
1077006 452.03 564.27 
1043077 483.43 564.27 
1014642 469.24 564.39 
1041875 470.83 564.42 
1045277 459.50 564.51 
1032897 454.71 564.79 
1036772 448.82 565.09 
1098232 458.25 565.40 
1020392 459.29 565.55 
1009399 478.49 565.73 
1095258 446.04 565.73 
1011557 466.19 565.89 
1089751 446.93 566.10 
1022212 481.60 566.38 
1044370 484.38 566.56 
1058513 463.75 566.71 
1049614 447.02 566.77 
1001704 449.68 566.83 
1022481 445.37 566.96 
1014382 485.32 567.02 
1055727 449.28 567.11 
1092837 462.04 567.96 
1001970 444.06 568.21 
1003958 469.06 568.24 
1085818 481.20 568.27 
1066748 454.32 568.42 
1005827 489.90 568.51 
1008878 474.85 568.70 
1053375 455.63 568.82 
1049763 453.40 569.52 
1086416 478.18 569.73 
1019419 484.86 569.95 
1045777 489.47 570.19 
1048403 483.98 570.25 
1047004 466.19 570.37 
1076844 458.04 570.65 
1041909 469.42 570.74 
1063927 449.71 571.23 
1053886 454.74 571.32 
1030843 476.32 571.35 
1029427 463.90 571.44 
1027421 466.03 571.81 
1042409 452.94 571.93 
1014018 486.60 572.14 
1051524 482.79 572.24 
1031863 476.17 572.63 
1047711 475.59 572.88 
1013407 469.88 572.88 
1032555 454.50 573.00 
1055170 475.40 573.21 
1052209 449.95 573.33 
1047745 464.29 573.55 
1060757 475.22 573.76 
1002131 477.20 573.82 
1078622 447.97 573.94 
1022371 469.09 574.52 
1056991 486.39 574.74 
1022891 484.68 574.83 
1082831 490.02 575.29 
1042019 484.10 575.53 
1082642 479.49 575.78 
1058161 454.50 576.02 
1051644 491.79 576.26 
1065347 477.54 576.48 
1056010 463.26 576.93 
1056693 463.68 577.64 
1088514 454.41 577.64 
1090270 468.99 577.67 
1073379 464.57 578.06 
1008540 488.98 578.06 
1047381 479.58 578.13 
1099783 450.50 578.19 
1074621 490.42 578.34 
1019857 487.79 578.80 
1075401 455.41 578.92 
1058841 471.07 579.38 
1020710 444.24 580.14 
1015219 464.11 580.63 
1045371 472.47 581.18 
1097355 472.29 581.42 
1020888 489.72 581.54 
1033986 459.78 581.82 
1039766 454.77 581.94 
1072741 489.32 582.12 
1060018 476.93 582.15 
1094630 468.44 582.40 
1028826 476.35 582.40 
1026102 468.41 582.46 
1080163 478.24 582.64 
1078456 479.89 582.70 
1054638 457.55 582.76 
1078290 445.10 582.95 
1052349 457.03 583.01 
1026891 472.56 583.74 
1000300 474.18 583.98 
1072620 446.53 584.47 
1047675 472.08 584.53 
1080171 444.92 584.75 
1061772 451.66 585.39 
1018567 456.76 585.48 
1052797 462.46 585.72 
1042628 469.73 585.85 
1085176 453.13 585.91 
1040497 462.46 586.06 
1025575 448.36 587.07 
1060895 478.94 587.07 
1064643 480.26 587.13 
1060318 462.10 587.28 
1096020 474.18 587.37 
1059955 451.02 588.41 
1081146 488.74 588.53 
1002197 461.09 588.62 
1008112 476.01 588.65 
1056230 452.82 588.68 
1050089 483.55 589.02 
1059412 488.56 589.42 
1078708 444.15 589.42 
1039657 482.30 589.63 
1017105 452.94 589.94 
1082387 447.63 590.61 
1084294 460.30 590.88 
1090107 446.93 591.06 
1095647 459.35 591.09 
1032133 469.97 591.28 
1050334 459.50 591.49 
1065091 488.07 591.52 
1020348 464.87 591.58 
1068950 454.19 591.98 
1016321 477.75 592.13 
1095403 452.45 592.25 
1024262 461.82 592.56 
1026525 446.41 592.77 
1061384 456.45 592.86 
1003813 449.04 593.29 
1085246 464.81 593.44 
1041669 460.82 593.60 
1090481 474.18 593.75 
1098351 481.29 593.81 
1019784 447.69 594.12 
1054617 447.11 594.48 
1083854 448.15 594.60 
1061486 475.46 594.64 
1086977 473.33 594.67 
1049444 462.19 594.76 
1081097 465.85 595.00 
1073357 474.67 595.37 
1084133 468.17 595.98 
1016712 469.48 596.16 
1020089 481.63 596.19 
1082802 483.98 596.34 
1054107 455.84 596.37 
1036093 450.65 596.41 
1073761 448.43 596.68 
1083375 479.46 596.74 
1005348 464.14 597.05 
1070221 478.94 598.08 
1022260 480.29 598.11 
1050945 482.51 598.18 
1004646 466.77 598.30 
1059742 460.05 599.21 
1017831 473.69 599.33 
1003969 456.05 599.49 
1091594 465.09 599.52 
1002659 469.94 600.04 
1017345 470.21 600.10 
1060323 478.94 600.65 
1069196 478.18 600.83 
1023670 479.43 600.83 
1022710 474.18 601.47 
1062403 460.42 601.62 
1088302 445.22 602.02 
1080258 472.44 602.08 
1087039 448.67 602.29 
1054841 471.31 602.69 
1022091 462.10 602.78 
1075876 473.88 602.91 
1004279 474.85 602.97 
1002012 451.35 603.64 
1068798 456.97 603.73 
1093400 470.31 603.97 
1024444 472.41 604.13 
1000201 452.67 604.25 
1079393 460.33 605.44 
1092730 469.02 605.50 
1073881 454.44 605.53 
1013322 469.27 605.56 
1004633 436.43 564.18 
1040805 436.55 558.62 
1062173 436.61 563.29 
1051039 440.34 564.58 
1050647 441.77 557.95 
1024276 442.35 555.45 
1097335 442.93 557.01 
1033748 442.99 556.70 
1099444 444.43 563.48 
1085197 444.67 560.91 
1007634 444.73 555.76 
1013299 431.58 574.86 
1020775 431.64 576.02 
1090535 432.37 573.91 
1000611 432.62 585.05 
1005487 432.86 566.53 
1000668 433.29 583.83 
1001219 434.39 574.49 
1033164 435.21 568.91 
1087588 435.67 579.77 
1034761 436.04 581.70 
1043413 436.16 581.57 
1047795 436.61 580.90 
1080454 436.86 569.61 
1033212 437.35 581.42 
1054508 437.53 588.87 
1074908 437.77 582.55 
1056404 437.81 571.35 
1052197 437.90 567.38 
1017171 438.05 584.56 
1099392 438.20 588.59 
1072545 439.30 578.95 
1078064 439.70 573.46 
1072042 439.88 588.81 
1012699 440.12 572.78 
1088230 440.22 577.03 
1073651 440.46 578.40 
1015034 440.61 592.19 
1084627 440.70 586.24 
1064483 440.73 582.52 
1022244 441.10 592.50 
1087669 441.74 583.13 
1042100 441.86 578.98 
1003649 441.93 568.36 
1045531 442.02 598.48 
1087338 442.02 593.60 
1056800 442.26 590.76 
1034119 442.60 574.43 
1009023 442.66 579.10 
Complementary Objects:
Statistics
pload:	 7	pwrite:	 0	cload:	 0	cwrite:	 0	acctime:	 0.000000	time: 0.026000

Traditional Nearest Neighbor Search 
Point: (720.09,769.51)
Items: 11
Result Objects:
1065018 719.48 769.56 
1088743 718.60 768.22 
1044465 721.50 767.85 
1034138 719.42 766.94 
1063793 717.32 769.53 
1079276 716.80 768.34 
1082502 718.51 773.53 
1097843 715.36 768.95 
1011502 715.82 771.67 
1005149 720.79 774.54 
1062289 722.93 774.23 
Complementary Objects:
Statistics
pload:	 4	pwrite:	 0	cload:	 0	cwrite:	 0	acctime:	 0.000000	time: 0.021000

Traditional Nearest Neighbor Search 
Point: (743.34,606.30)
Items: 10
Result Objects:
1078473 743.29 608.86 
1087326 745.21 608.46 
1036227 741.73 603.73 
1033259 744.72 601.47 
1095500 740.02 611.36 
1031154 743.47 600.22 
1037349 739.07 610.69 
1073701 748.17 610.26 
1050856 745.73 600.49 
1060702 744.75 600.10 
Complementary Objects:
Statistics
pload:	 4	pwrite:	 0	cload:	 0	cwrite:	 0	acctime:	 0.000000	time: 0.020000

Traditional Window Search 
Lower Point: (377.39,203.46)
Upper Point: (435.40,261.48)
Result Objects:
1055399 434.72 246.25 
1058450 435.09 245.45 
1019473 435.33 257.26 
1031866 404.79 224.00 
1086495 404.82 240.11 
1097583 404.88 236.39 
1003198 404.94 230.99 
1035039 405.06 213.75 
1063965 405.12 233.80 
1063450 405.18 209.26 
1022683 405.49 248.72 
1026531 405.58 226.04 
1090743 405.73 230.65 
1086603 405.82 208.10 
1079031 405.85 225.01 
1006756 405.98 244.60 
1099772 406.10 246.46 
1037127 406.34 219.21 
1093103 406.34 247.25 
1086130 406.68 243.53 
1097645 406.83 221.92 
1016744 406.98 208.71 
1066188 407.04 218.08 
1087385 407.10 245.76 
1087722 407.38 233.98 
1041330 407.50 227.63 
1058472 407.56 229.19 
1078871 407.84 208.19 
1001202 408.23 243.32 
1055977 408.45 214.42 
1090910 408.51 235.26 
1013371 408.51 242.52 
1085399 408.57 216.13 
1096133 408.72 250.12 
1018997 408.75 224.98 
1037317 409.15 209.35 
1066333 409.18 248.20 
1090785 409.45 251.31 
1047930 409.48 223.79 
1023690 409.70 238.46 
1036189 409.76 230.44 
1014732 409.82 236.88 
1054648 410.06 220.67 
1087134 410.34 229.61 
1093707 410.58 239.65 
1065069 410.74 248.47 
1080779 411.44 209.14 
1002752 411.53 218.08 
1029663 411.83 243.01 
1032720 411.83 231.72 
1088326 411.93 222.72 
1040966 412.23 217.71 
1045657 412.38 248.66 
1073484 412.45 217.65 
1051702 412.54 235.41 
1054971 413.02 206.15 
1033341 413.02 231.17 
1059455 413.12 223.66 
1068305 413.24 226.56 
1034908 413.57 218.11 
1069307 413.67 217.83 
1007299 413.67 232.21 
1092052 413.85 226.56 
1079719 414.12 214.08 
1019308 414.15 216.28 
1050515 414.15 230.99 
1091017 414.46 244.02 
1000622 414.55 252.01 
1098501 414.64 216.03 
1099260 414.67 216.34 
1055958 414.79 236.36 
1086639 415.01 236.57 
1099499 415.04 208.37 
1038369 415.19 233.95 
1085179 415.37 227.87 
1044965 415.41 212.98 
1088272 415.50 205.35 
1049635 415.74 237.12 
1053428 416.41 217.47 
1026393 417.33 232.15 
1085067 417.54 234.01 
1054749 418.64 231.26 
1028273 418.70 243.80 
1022412 418.76 213.44 
1003257 418.82 240.17 
1073490 418.98 240.26 
1034068 419.01 252.47 
1071261 419.10 224.15 
1023043 419.16 222.99 
1035691 419.28 220.70 
1065181 419.43 222.26 
1092128 419.68 227.36 
1075192 419.98 248.05 
1022995 420.14 241.42 
1096847 420.65 208.86 
1085064 420.68 243.29 
1092611 420.75 218.17 
1096973 422.45 224.70 
1074396 422.55 248.84 
1016661 422.55 251.19 
1051351 422.58 211.91 
1045115 422.64 230.38 
1082060 423.28 243.13 
1099509 423.34 205.29 
1054532 423.37 209.96 
1013748 423.65 214.51 
1043909 423.74 233.37 
1035913 423.74 203.61 
1039161 423.77 239.14 
1002797 423.80 234.86 
1095603 424.77 244.05 
1062819 424.99 214.08 
1077063 425.29 231.72 
1013526 425.51 216.06 
1034428 425.60 205.23 
1021365 425.66 243.96 
1043822 425.69 244.69 
1069750 425.90 234.99 
1072224 425.96 250.58 
1074404 426.24 252.72 
1051258 426.33 229.19 
1010032 426.57 249.57 
1037035 426.97 238.07 
1032649 427.25 228.09 
1051355 427.31 210.60 
1087557 427.61 226.26 
1013386 427.92 225.28 
1060475 428.22 228.27 
1074119 428.65 215.00 
1038716 428.68 217.13 
1032395 428.86 204.50 
1035859 429.47 237.46 
1086320 429.66 223.21 
1063126 429.69 237.58 
1042040 429.69 243.01 
1062630 429.81 247.89 
1026263 430.05 243.68 
1065094 430.08 223.72 
1022980 430.39 211.00 
1011710 430.57 243.68 
1089267 430.79 231.69 
1056092 431.06 222.47 
1086086 431.09 221.22 
1035586 431.24 227.02 
1035868 431.24 235.84 
1029967 431.27 212.80 
1020159 431.37 229.06 
1048251 431.70 221.77 
1099532 431.76 203.58 
1049183 431.88 226.87 
1077845 432.43 213.53 
1090052 432.53 249.05 
1049897 432.92 216.25 
1074387 433.01 224.49 
1081397 433.44 225.13 
1083319 433.69 210.11 
1013133 433.84 229.71 
1066410 433.96 237.92 
1038236 434.05 247.77 
1035477 434.17 208.92 
1003594 434.27 244.29 
1075361 434.63 240.17 
1020889 402.31 254.33 
1019318 403.69 255.52 
1071178 404.24 258.15 
1010908 405.76 254.30 
1077296 409.09 260.28 
1078399 411.77 261.32 
1018599 413.06 258.61 
1043089 413.09 259.61 
1056237 413.94 259.77 
1022764 414.61 260.19 
1013315 415.31 256.44 
1048779 415.92 258.88 
1054616 416.41 256.93 
1061329 417.48 258.97 
1099333 418.00 258.45 
1011253 419.19 255.71 
1052347 422.15 254.43 
1092522 422.36 254.67 
1017575 423.28 258.18 
1009912 425.60 256.81 
1060882 425.78 257.20 
1051722 426.03 260.19 
1065858 428.86 258.61 
1015147 428.92 258.12 
1025417 429.63 258.00 
